T,E
1.4624042146560137,-504.0
1.045860502912099,-512.0
1.4135867122603432,-496.0
1.3412907991046101,-512.0
1.042409636155916,-428.0
1.1702953977957622,-512.0
1.2613158877565613,-512.0
1.295097691383063,-512.0
1.4792796066207226,-504.0
1.1665470805053189,-504.0
1.234900444087414,-504.0
1.2342083206233854,-500.0
1.4508209267832193,-512.0
1.4439944143027899,-488.0
1.440190150063846,-504.0
1.2477532783143093,-424.0
1.0495565707899377,-512.0
1.2249296499720632,-492.0
1.3824017763036172,-512.0
1.025480241287443,-440.0
1.0008303538374004,-512.0
1.1853990121162905,-444.0
1.0658774164460336,-512.0
1.4945665013418028,-504.0
1.4337453158761624,-496.0
1.3388293368064288,-504.0
1.3430481825527245,-504.0
1.337652814333742,-512.0
1.2183586946161813,-504.0
1.3504405050603292,-504.0
1.076642158312247,-504.0
1.0148036445643065,-512.0
1.241286254293647,-512.0
1.1268322532809143,-512.0
1.1529783120753263,-512.0
1.326293670280051,-496.0
1.4849075583527847,-504.0
1.1162849702644368,-428.0
1.3490603919893185,-504.0
1.4605285986475958,-504.0
1.4794401229545402,-500.0
1.3264610632819993,-436.0
1.3270512047411784,-504.0
1.1970534912965594,-512.0
1.4186911811725342,-504.0
1.492770084747463,-484.0
1.0776064962205454,-436.0
1.090749204798262,-512.0
1.4184482898304691,-492.0
1.0472333340307576,-512.0
1.3673105459675807,-504.0
1.0243492361569255,-512.0
1.3003669594313212,-512.0
1.3182041710538885,-504.0
1.2230781377870152,-512.0
1.3328423680532684,-504.0
1.4478174406918485,-496.0
1.3919120546878567,-512.0
1.4260077584405846,-512.0
1.4091539343519315,-512.0
1.2518164625915496,-504.0
1.2101908857526387,-512.0
1.1523523018804156,-512.0
1.479666173817804,-504.0
1.2450987712007933,-512.0
1.2951601254415746,-504.0
1.0852964842684432,-504.0
1.4383553986323097,-512.0
1.4217941923812707,-504.0
1.2200443497636844,-512.0
1.4372810204187323,-492.0
1.369492001957771,-504.0
1.130174271707625,-428.0
1.3980142781551892,-512.0
1.3968176919311888,-492.0
1.440518025958935,-512.0
1.108814263348481,-512.0
1.252395741451749,-504.0
1.237084364741309,-512.0
1.4255655498809676,-512.0
1.055346037014808,-504.0
1.1009895188443908,-512.0
1.230384802619783,-512.0
1.0526390399270624,-512.0
1.0691026858192654,-512.0
1.0286159700766302,-512.0
1.4593968404513404,-468.0
